round,heights,series,VL,dipt,morph,г|ҥ,н|ҥ,нь|й,assim,CL,г|к,ч|с,һ|ч,б|м,к|х,һ|с,г|ҕ,final,Com,Total,SIM,ҺАКАЛЫЫ,САХАЛЫЫ,НЬУУЧЧАЛЫЫ,GROUP,POS,,ҺАКАЛЫЫ_ex,САХАЛЫЫ_ex,НЬУУЧЧАЛЫЫ_ex,Agent
,,,,,,,,,,,,,,,,1,,,14,15,93,һулус,сулус,звезда,163,n,природа,,,,
,,,,,,,,,,,,,,,,1,,1,7,9,78,һуок,суох,нет,164,part,частица,того огото һуоккутуй? ,тоҕо оҕото суоххутуй?,почему у вас нет детей?,
,,,,,,,,,,,,,,,,,,,,,0,чучу,,нету,164,part,частица,"барыта бүттэ, чучу",,"всё закончилось, нет",
,,,,,,,,,,,,,,,,,,1,11,12,92,орок,орох,"тропа, дорога, путь",165,n,природа,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һуол,суол,"1. след
2. дорога, путь",165,n,природа,ыт һуолун үстүн барбыт,ыт суолун устун барбыт,он пошёл по собачьему следу,
,,,,,,,,,,,,,,,,1,,,14,15,93,һуруй,суруй,писать,166,v,занятия,,,,
,,,,,1,,,,,,,,,,,1,,,,,75,һуруксут,суруйааччы,писатель,166,n,занятия,,,,1
,,,,,,,,,,,,,,,,1,,,23,24,96,һуруксут,суруксут,грамотный,166,n,занятия,һуруксута һуок киһи,суруксута суох киһи,неграмотный человек,1
,,,,,,,,,,,,,,,,1,,,14,15,93,һурук,сурук,"письменность, письмо, запись",166,n,занятия,уолугар һурук һуруйтарда,уолун сурук суруйтарда,он заставил сына написать письмо,
,,,,,,,,,,,,,,,,1,,,8,9,89,һууй,cууй,"мыть, стирать",167,v,,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һуун,суун,мыться,167,v,,,,,
,,,,,,,,,,,,,,,,,,,,,100,эрбии,эрбии,пила,168,n,инструменты,,,,
,,,,,,,,,,,,,,,,,,,,,100,эрбээ,эрбээ,пилить,168,v,инструменты,,,,
,,,1,,,,,,,,,,,,,,,,7,9,78,муой,моой,шея,169,n,организм,,,,
,,,,,,,,,,,,,,,,,,,,,0,түркээт,,обрядовое слово при очищении места рождения ребёнка,170,intj,духовная культура,"түркээт, түркээт, түркээт, быртагыӈ былыкка, кыраһаӈ ыйга
түркээт, түркээт, түркээт, этэӈӈэ олоруогун кыыһым, огом",,"пусть нечистое уходит в тучу, плохое в месяц 
пусть моя дочь, мой ребенок, живёт счастливо",
,,,,,,,,,,,,,,,,1,,,8,9,89,һүүс,сүүс,лоб,171,n,организм,,,,
,,,,,1,,,,,,,,,,,,,,,,90,тыһычча,тыһыынча,тысяча,172,num,числительное,,,,
,,,,,,,,,,,,,,,,,,,14,15,93,тагыс,таҕыс,выходить,173,v,глаголы движения,,,,
,,,,,,,,,,,,,,,,,,,,,100,киир,киир,входить,174,v,глаголы движения,,,,
,,,,,,,,,,,,,,,,,,,,,100,ас,ас,"пища, еда",176,n,еда,,,,
,,,,,,,,,,,,,,,,,,,,,100,аһаа,аһаа,"есть, кушать",176,v,еда,,,,
,,,,,,,,,,,,,,,,,,,,,100,аһат,аһат,кормить,176,v,еда,,,,
,,,,,,,,,,,,,,,,,,,,,50,аһылык,аһылык,"подножный корм оленя, ягель (һакалыы)
еда, пища, питание (сахалыы)",176,n,"еда, оленеводство",аһылык һыта каар иһиттэн кэлэр,кыра дохуоттаах дьиэ кэргэттэргэ босхо аһылык,"запах ягеля пробивается из-под снега
бесплатное питание для малообеспеченных семей",
,,,,,,,,,,,,,,,,,,,,,100,аһылыктаа,аһылыктаа,кормиться,176,v,еда,үөр аһылыктыы һылдьар,үөр аһылыктыы cылдьар,стадо ходит кормится,
,,,,,,,,,,,,,,,,,,,,,100,бар,бар,"идти, ехать",177,v,глаголы движения,,,,
,,,,,,,,,,,,,,,,,,,,,100,бил,бил,знать,178,v,,,,,
,,,,,,,,,,,,,,,,,,,,,100,утуй,утуй,"1. спать
2. онеметь (о частях тела)",179,v,организм,илиим утуйда,илиим утуйда,рука онемела,
,,,,,,,,,,,,,,,,,,,,,100,уһугун,уһугун,"просыпаться, пробуждаться",645,v,,улакан аайдаантан эмискэ уһуктан кэллилэр,улахан айдаантан эмискэ уһуктан кэллилэр,вдруг они проснулись от сильного шума,
,,,,,,,,,,,,,,,,,,,7,15,47,,сонно,"там же, туда же",632,adv,наречие,,сонно көрсүөхпүт,встретимся там же,
,,,,,,,,,,,,,,,,,,,7,15,47,һонно,,"скоро, сразу, тут же",632,adv,наречие,һонно таайдым,,я сразу догадался,
,,,,,,,,,,,,,,,,,,,,,0,,тута,"сразу, тотчас, тут же",632,adv,наречие,,дьиэбэр кэлэммин тута утуйан хааллым,"придя к себе домой, я сразу уснул",
,,,,,,,,,,,,,,,,,,,,,0,,соҕотохто,"мгновенно, моментально",632,adv,наречие,,соҕотохто саа тыаһа дэлби барда,мгновенно раздался оглушительный выстрел,
,,,,,,,,,,,,,,,,,,,,,100,онно,онно,"там, туда",632,adv,наречие,,,,
,,,,,,,,,,,,,,,,,,,9,12,75,онно,уонна,и,632,сonj,союз,,,,
,,,,,,,,,,,,,,,,,,,18,21,86,һоготок,соҕотох,"один, единственный, одинокий",632,adj,наречие,,,,
,,,,,,,,,,,,,,,,,,,,,100,эмискэ,эмискэ,"вдруг, внезапно, неожиданно",632,adv,наречие,,,,
,,,,,,,,,,,,,,,,,,,,,100,гын,гын,делать (действие),189,v,,,,,
,,,,,,,,,,,,,,,,,,,,,100,оӈор,оҥор,делать (предмет),190,v,,,,,
,,,,,,,,,,,,,,,,,,,,,0,,өрүс,река,191,n,природа,,,,
,,,,,,,,,,,,,,,,,,1,11,12,92,үрэк,үрэх,река,191,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,100,уһун,уһун,"высокий, длинный, долгий",192,adj,физические качества,,,,
,,,,,,,,,,,,,,,,,,,,,100,уһун,уһун,плавать,193,v,,былыт устар,былыт устар,облака плывут,
,,,,,,,,,,,,,,,,,,,,,100,кылгас,кылгас,"короткий, краткий",194,adj,физические качества,,,,
,,,,,,,,,,,,,,,,,1,,17,18,94,бэгэһээ,бэҕэһээ,вчера,195,adv,время,бэгэһээ бүгүӈӈүтээгэр һылаас этэ,бэҕэһээ бүгүҥҥүтээҕэр сылаас этэ,"вчера было теплее, чем сегодня",
,,,,,,,,,,,,,,,,,1,,23,24,96,бэгэһээӈӈи,бэҕэһээҥҥи,вчерашний,195,adj,время,бэҕэһээӈӈи үлэ бүтэйик,бэҕэһээҥҥи үлэ бүтэ илик,вчерашняя работа ещё не закончена,
,,,,,,,,,,,,,,,,1,,,22,24,92,һарсиэрда,сарсыарда,"1. утро
2. утром",196,n,время,,,,
,1,,1,,,,,,,,,,,,,1,,,27,30,90,һарсиэрдааӈӈы,сарсыардаҥҥы,утренний,196,adj,время,сарсыардаҥҥы аһы аһыы олоробут,һарсиэрдааӈӈы аһы аһыы олоробут,мы сидим завтракаем,
,,,,,,,,,,,,,,,,1,,,17,18,94,һарсын,сарсын,завтра,196,adv,время,,,,
,,,,,,,,,,,,,,,,1,,,23,24,96,һарсыӈӈы,сарсыҥҥы,завтрашний,196,adj,время,,,,
,,,,,,,,,,,,,,,,,,,,,50,ынара күн,иллэрээ күн,позавчера,197,n,время,,,,
,,,,,,,,,,,,,,,,,,,,,50,ынараа дьыл,иллэрээ сыл,позапрошлый год,197,n,время,,,,
,,,,,,,,,,,,,,,,,,,,,100,өйүүн,өйүүн,послезавтра,198,adv,время,,,,
,,,,,,,,,,,,,,,,,,,,,100,өйүүӈӈү,өйүүҥҥү,послезавтрашний,198,adj,время,,,,
,,,,,,,,,,,,,,,,,,,,,100,тур,тур,"стоять, вставать",199,v,,,,,
,,,,,,,,,,,,,,,,,,,,,100,уһуктун,уһуктун,просыпаться,199,v,,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һыт,сыт,лежать,200,v,,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һүүр,сүүр,бежать,201,v,,,,,
,,,,,,,,,,,,,,,,,1,,,,100,ого,оҕо,"1. ребёнок
2. детёныш",202,n,дети,,,,
,,,,,,,,,,,,,,,,,,,,,100,оголон,оҕолон,"родить ребёнка, обзавестись ребёнком",202,v,дети,кырдьар һааспытыгар оголоннубут,кырдьар һааспытыгар оҕолоннубут,на старости лет мы обзавелись ребёнком,
,,,,,,,,,,,,,,,,,,,,,100,ыт,ыт,стрелять,202,v,охота,,,,
,,,,,,,,,,,,,,,,,,,,,100,ытыр,ытыр,"кусать, жалить",203,v,,,,,
,,,,,,1,,,,,,,,,,,,,11,12,92,ыгыр,ыҥыр,звать,204,v,глаголы звучания,,,,
,,,,,,,,,,,,,,,,,,,,,100,иэс,иэс,долг,205,n,общество,,,,
,,,,,,,,,,,,,,,,,,,,,100,урукку,урукку,"прежний, давний",206,adj,время,урукку кэмӈэ ,урукку кэмҥэ,в прежнее время,
,,,,,,,,,,,,,,,,,,,,,100,урут,урут,"прежде, давно",206,adv,время,,,,
,,,,,,,,,,,,,,,,,,1,14,15,93,куобак (ниж.),куобах,заяц,207,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,0,ускаан <sup>рус</sup> (верх.) ,,заяц,207,n,животные,,,,
,1,1,1,,1,,,,,,,,,,,,,,6,9,67,чаай,чэй,чай,208,n,еда,,,,
,2,2,1,,1,,,,,,,,,,,,,,10,15,67,чаайдаа,чэйдээ,"чаёвничать, чаевать, пить чай",208,v,еда,,,,
,,,,,1,,,,,,,,,,,,,1,17,24,71,чаайымсак,чэйимсэх,любитель чая,208,n,еда,,,,1
,,,,,,,,,,,,,,,,,,,,,0,чаай уута,,остывший чай,208,n,еда,тиэтэйэн чаай уутун истэ,,"торопясь, он выпил остывший чай",
,,,,,,,,,,,,,,,,,,,,,0,барбыт,,крепкий (о чае),208,adj,еда,барбыт чаай бараксан,,крепкий чай дорогой,
,,,,,,,,,,,,,,,,,,,,,0,гэриэпкэ,,"рукавицы мехом внутрь, которые надевают на подлёдную рыбалку",209,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,,,0,уруука <sup>рус</sup>,,рукавицы,209,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,,,0,,үтүлүк,рукавицы,209,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,,,100,уол,уол,"мальчик, парень, сын",210,n,отношения,,,,
,,,,,,,,,,,,,,,,,,,,,100,кыыс,кыыс,"девочка, девушка, дочь",211,n,отношения,,,,
,,,,,,,,,,,,,,,,,1,,,,100,огонньор,оҕонньор,старик,213,n,отношения,,,,
,,,,,,,,,,,,,,,,,,,,,100,кырдьагас,кырдьаҕас,"старый, старик",213,adj,физические качества,,,,
,,,,,,,,,,,,,,,,,,1,21,21,100,эмээксин,эмээхсин,старуха,214,n,отношения,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һот,сот,вытирать,215,v,,,,,
,,,,,,,,,,,,,,,,1,,,17,18,94,һоттор,соттор,полотенце,215,n,,,,,
,,,,,,,,,,1,,,,,,1,,,17,19,89,һөрүүккээ,сөрүүкээ,"1. освежаться, прохлаждаться
2. остывать, охлаждаться",216,v,,"дьиэгэ киирэн һөрүүккүү олордулар
киэһэнэн һөрүүккээтэ","дьиэҕэ киирэн сөрүүкүү олордулар
киэһэнэн сөрүүкээтэ","войдя в дом, они сидели охлаждались
к вечеру жара спала",
,,,,,,,,,,,,,,,,1,,,14,15,93,"һөрүүн <sup>Тунг, Монг</sup>","сөрүүн <sup>Тунг, Монг</sup>",прохлада,216,n,природа,һөрүүн кэллэ,сөрүүн кэллэ,пришла прохлада,
,,,,,,,,,,,,,,,,,,,,,100,олор,олор,"сидеть, садиться",217,v,,,,,
,,,,,,,,,,,,,,,,1,,,,,0,пэльдээкин,,голый,218,adj,,,,,
,,,,,,,,,,,,,,,,,,1,21,24,88,һыӈынньак,сыгынньах,голый,218,adj,,,,,
,,,,,,,,,,,,,,,,1,,1,28,30,93,һыӈынньактаа,cыгынньахтаа,раздевать,218,v,,,,,
,,,,,,,,,,,,,,,,1,,1,31,33,94,һыӈынньактан,cыгынньахтан,раздеваться,218,v,,,,,
,,,,,,,,,,,,,,,,,,,,,100,түүнүк,түүнүк,плесень,219,n,природа,арыы бүтүннүү түүнүк буолла,арыы бүтүннүү түүнүк буолла,масло всё заплесневело,
,,,,,,,,,,,,,,,,,,,,,100,үлэ,үлэ,работа,220,n,занятия,,,,
,,,,,,,,,,,,,,,,,,,,,100,үлэлээ,үлэлээ,работать,220,v,занятия,,,,
,,,,,,,,,,,,,,,,,,,,,100,үлэһит,үлэһит,работник,220,n,занятия,,,,
,1,2,,,,,,,,,,,,,,,,,15,18,83,көрдүк,курдук,как,221,post,послелог,балык көрдүк карбыы һылдьаллар,балык курдук харбыы сылдьаллар,они плавают как рыбы,
